gene,volatile,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
nduf-6,halothane,350.0,42,0.8333333333333334,1.7526041666666667,0.505
nduf-6,halothane,350.0,137,0.8958333333333334,1.703125,0.5015277777777778
nduf-6,halothane,350.0,219,0.75,1.9869791666666667,0.5605555555555556
nduf-6,halothane,350.0,7,0.875,1.6276041666666667,0.4791666666666667
nduf-6,halothane,10.0,42,0.0,17.1640625,5.29
nduf-6,halothane,10.0,137,0.0,16.192708333333332,5.0344444444444445
nduf-6,halothane,10.0,219,0.0,17.734375,5.499305555555556
nduf-6,halothane,10.0,7,0.0,15.890625,4.929166666666666
nduf-6,halothane,1000.0,219,1.0,0.5520833333333334,0.19236111111111112
nduf-6,halothane,1000.0,7,1.0,0.4791666666666667,0.17958333333333334
nduf-6,halothane,1000.0,91,1.0,0.578125,0.2048611111111111
nduf-6,halothane,3000.0,42,1.0,0.203125,0.11
nduf-6,halothane,100.0,219,0.0,7.90625,2.289722222222222
nduf-6,halothane,100.0,7,0.020833333333333332,6.791666666666667,1.989861111111111
nduf-6,halothane,100.0,91,0.020833333333333332,7.861979166666667,2.2629166666666665
nduf-6,halothane,200.0,42,0.3125,3.8541666666666665,1.070138888888889
nduf-6,isoflurane,10.0,42,0.0,16.71875,5.1651388888888885
nduf-6,isoflurane,10.0,137,0.0,16.1640625,5.0159722222222225
nduf-6,isoflurane,10.0,219,0.0,17.4375,5.4070833333333335
nduf-6,isoflurane,10.0,7,0.0,15.619791666666666,4.840833333333333
nduf-6,halothane,30.0,7,0.0,12.916666666666666,3.9322222222222223
nduf-6,halothane,30.0,91,0.0,14.489583333333334,4.399305555555555
nduf-6,halothane,100.0,42,0.020833333333333332,7.90625,2.2704166666666667
nduf-6,halothane,100.0,137,0.020833333333333332,7.15625,2.0997222222222223
nduf-6,halothane,350.0,91,0.8541666666666666,1.8932291666666667,0.5541666666666667
nduf-6,halothane,500.0,42,0.9791666666666666,1.1015625,0.3333333333333333
nduf-6,halothane,500.0,137,0.9583333333333334,1.0677083333333333,0.3348611111111111
nduf-6,halothane,500.0,219,0.9583333333333334,1.1302083333333333,0.3497222222222222
nduf-6,halothane,500.0,7,0.9583333333333334,1.1302083333333333,0.3401388888888889
nduf-6,halothane,500.0,91,0.9166666666666666,1.3203125,0.38902777777777775
nduf-6,halothane,1000.0,42,0.9791666666666666,0.484375,0.18375
nduf-6,halothane,1000.0,137,1.0,0.46875,0.18097222222222223
nduf-6,isoflurane,100.0,219,0.020833333333333332,7.5546875,2.1766666666666667
nduf-6,isoflurane,100.0,7,0.08333333333333333,6.380208333333333,1.8502777777777777
nduf-6,isoflurane,100.0,91,0.0625,7.234375,2.087222222222222
nduf-6,isoflurane,200.0,42,0.4375,3.5572916666666665,0.9818055555555556
nduf-6,isoflurane,10.0,91,0.0,17.244791666666668,5.3125
nduf-6,isoflurane,30.0,42,0.0,13.669270833333334,4.154027777777777
nduf-6,isoflurane,30.0,137,0.0,12.924479166666666,3.9430555555555555
nduf-6,isoflurane,30.0,219,0.0,14.2265625,4.298611111111111
nduf-6,isoflurane,200.0,137,0.5,3.1614583333333335,0.9130555555555555
nduf-6,isoflurane,200.0,219,0.3958333333333333,3.8828125,1.0783333333333334
nduf-6,isoflurane,200.0,7,0.3958333333333333,3.2369791666666665,0.8994444444444445
nduf-6,isoflurane,200.0,91,0.4583333333333333,3.6067708333333335,1.0122222222222221
nduf-6,halothane,3000.0,137,1.0,0.21875,0.10819444444444444
nduf-6,halothane,3000.0,219,1.0,0.23958333333333334,0.11430555555555555
nduf-6,halothane,3000.0,7,1.0,0.18489583333333334,0.10680555555555556
nduf-6,halothane,3000.0,91,1.0,0.2682291666666667,0.12111111111111111
nduf-6,isoflurane,350.0,91,0.875,1.8723958333333333,0.5348611111111111
nduf-6,isoflurane,500.0,42,0.9791666666666666,1.0598958333333333,0.3194444444444444
nduf-6,isoflurane,500.0,137,0.9791666666666666,1.0052083333333333,0.3169444444444444
nduf-6,isoflurane,500.0,219,0.9375,1.1614583333333333,0.34875
nduf-6,isoflurane,30.0,7,0.0,12.5859375,3.831111111111111
nduf-6,isoflurane,30.0,91,0.0,14.15625,4.285416666666666
nduf-6,isoflurane,100.0,42,0.020833333333333332,7.419270833333333,2.125
nduf-6,isoflurane,100.0,137,0.041666666666666664,6.8671875,1.9940277777777777
nduf-6,isoflurane,1000.0,219,1.0,0.5286458333333334,0.18541666666666667
nduf-6,isoflurane,1000.0,7,1.0,0.4739583333333333,0.17472222222222222
nduf-6,isoflurane,1000.0,91,1.0,0.6171875,0.20333333333333334
nduf-6,isoflurane,3000.0,42,1.0,0.2265625,0.11319444444444444
nduf-6,isoflurane,350.0,42,0.875,1.59375,0.46569444444444447
nduf-6,isoflurane,350.0,137,0.9166666666666666,1.6822916666666667,0.48375
nduf-6,isoflurane,350.0,219,0.75,1.9427083333333333,0.5398611111111111
nduf-6,isoflurane,350.0,7,0.8541666666666666,1.5,0.44472222222222224
nduf-6,sevoflurane,30.0,7,0.0,12.390625,3.7620833333333334
nduf-6,sevoflurane,30.0,91,0.0,13.872395833333334,4.190277777777778
nduf-6,sevoflurane,100.0,42,0.020833333333333332,7.059895833333333,2.024027777777778
nduf-6,sevoflurane,100.0,137,0.041666666666666664,6.604166666666667,1.9058333333333333
nduf-6,sevoflurane,100.0,219,0.041666666666666664,7.260416666666667,2.0893055555555557
nduf-6,sevoflurane,100.0,7,0.0625,6.106770833333333,1.7755555555555556
nduf-6,sevoflurane,100.0,91,0.08333333333333333,6.8125,1.976388888888889
nduf-6,sevoflurane,200.0,42,0.4583333333333333,3.3958333333333335,0.9384722222222223
nduf-6,isoflurane,500.0,7,0.9375,1.1171875,0.3329166666666667
nduf-6,isoflurane,500.0,91,0.9166666666666666,1.3307291666666667,0.38305555555555554
nduf-6,isoflurane,1000.0,42,1.0,0.4270833333333333,0.17333333333333334
nduf-6,isoflurane,1000.0,137,0.9791666666666666,0.5026041666666666,0.18430555555555556
nduf-6,isoflurane,3000.0,137,1.0,0.2578125,0.1123611111111111
nduf-6,isoflurane,3000.0,219,1.0,0.265625,0.11666666666666667
nduf-6,isoflurane,3000.0,7,1.0,0.2265625,0.11041666666666666
nduf-6,isoflurane,3000.0,91,1.0,0.296875,0.12319444444444444
nduf-6,sevoflurane,10.0,42,0.0,16.611979166666668,5.123472222222222
nduf-6,sevoflurane,10.0,137,0.0,15.994791666666666,4.967222222222222
nduf-6,sevoflurane,10.0,219,0.0,17.546875,5.430694444444445
nduf-6,sevoflurane,10.0,7,0.0,15.515625,4.800972222222223
nduf-6,sevoflurane,350.0,91,0.875,1.8072916666666667,0.5231944444444444
nduf-6,sevoflurane,500.0,42,0.9791666666666666,1.0807291666666667,0.3240277777777778
nduf-6,sevoflurane,500.0,137,0.9791666666666666,1.0208333333333333,0.31777777777777777
nduf-6,sevoflurane,500.0,219,0.9375,1.2109375,0.3590277777777778
nduf-6,sevoflurane,200.0,137,0.5,3.0755208333333335,0.88375
nduf-6,sevoflurane,200.0,219,0.4375,3.7057291666666665,1.0319444444444446
nduf-6,sevoflurane,200.0,7,0.3958333333333333,3.1015625,0.8684722222222222
nduf-6,sevoflurane,200.0,91,0.4791666666666667,3.5234375,0.9879166666666667
nduf-6,sevoflurane,10.0,91,0.0,17.283854166666668,5.319305555555555
nduf-6,sevoflurane,30.0,42,0.0,13.403645833333334,4.056666666666667
nduf-6,sevoflurane,30.0,137,0.0,12.541666666666666,3.82875
nduf-6,sevoflurane,30.0,219,0.0,13.919270833333334,4.203055555555555
nduf-6,sevoflurane,1000.0,219,1.0,0.5755208333333334,0.19361111111111112
nduf-6,sevoflurane,1000.0,7,1.0,0.5598958333333334,0.18847222222222224
nduf-6,sevoflurane,1000.0,91,1.0,0.6640625,0.21430555555555555
nduf-6,sevoflurane,3000.0,42,1.0,0.2552083333333333,0.11472222222222223
nduf-6,sevoflurane,350.0,42,0.8541666666666666,1.5859375,0.46416666666666667
nduf-6,sevoflurane,350.0,137,0.9166666666666666,1.6666666666666667,0.48138888888888887
nduf-6,sevoflurane,350.0,219,0.7708333333333334,1.8932291666666667,0.5316666666666666
nduf-6,sevoflurane,350.0,7,0.8541666666666666,1.59375,0.45958333333333334
nduf-6,sevoflurane,500.0,7,0.8958333333333334,1.1458333333333333,0.3377777777777778
nduf-6,sevoflurane,500.0,91,0.9166666666666666,1.34375,0.38763888888888887
nduf-6,sevoflurane,1000.0,42,1.0,0.46875,0.17555555555555555
nduf-6,sevoflurane,1000.0,137,1.0,0.4817708333333333,0.18125
nduf-6,sevoflurane,3000.0,137,1.0,0.2864583333333333,0.11902777777777777
nduf-6,sevoflurane,3000.0,219,1.0,0.3255208333333333,0.12569444444444444
nduf-6,sevoflurane,3000.0,7,1.0,0.23958333333333334,0.11347222222222222
nduf-6,sevoflurane,3000.0,91,1.0,0.3567708333333333,0.13125
ndus-8,halothane,10.0,91,0.0,17.40625,5.3684722222222225
ndus-8,halothane,30.0,42,0.0,13.989583333333334,4.255694444444444
ndus-8,halothane,30.0,137,0.0,13.338541666666666,4.082361111111111
ndus-8,halothane,30.0,219,0.0,14.731770833333334,4.458888888888889
ndus-8,halothane,10.0,42,0.0,17.1640625,5.29
ndus-8,halothane,10.0,137,0.0,16.192708333333332,5.0344444444444445
ndus-8,halothane,10.0,219,0.0,17.734375,5.499305555555556
ndus-8,halothane,10.0,7,0.0,15.890625,4.929166666666666
ndus-8,halothane,500.0,7,0.9583333333333334,1.1302083333333333,0.3401388888888889
ndus-8,halothane,500.0,91,0.9166666666666666,1.3203125,0.38902777777777775
ndus-8,halothane,1000.0,42,0.9791666666666666,0.484375,0.18375
ndus-8,halothane,1000.0,137,1.0,0.46875,0.18097222222222223
ndus-8,halothane,350.0,91,0.8541666666666666,1.8932291666666667,0.5541666666666667
ndus-8,halothane,500.0,42,0.9791666666666666,1.1015625,0.3333333333333333
ndus-8,halothane,500.0,137,0.9583333333333334,1.0677083333333333,0.3348611111111111
ndus-8,halothane,500.0,219,0.9583333333333334,1.1302083333333333,0.3497222222222222
ndus-8,halothane,200.0,137,0.375,3.65625,1.04
ndus-8,halothane,200.0,219,0.25,4.236979166666667,1.1752777777777779
ndus-8,halothane,200.0,7,0.3333333333333333,3.4973958333333335,0.9784722222222222
ndus-8,halothane,200.0,91,0.3958333333333333,3.8020833333333335,1.0788888888888888
ndus-8,halothane,30.0,7,0.0,12.916666666666666,3.9322222222222223
ndus-8,halothane,30.0,91,0.0,14.489583333333334,4.399305555555555
ndus-8,halothane,100.0,42,0.020833333333333332,7.90625,2.2704166666666667
ndus-8,halothane,100.0,137,0.020833333333333332,7.15625,2.0997222222222223
ndus-8,halothane,100.0,219,0.0,7.90625,2.289722222222222
ndus-8,halothane,100.0,7,0.020833333333333332,6.791666666666667,1.989861111111111
ndus-8,halothane,100.0,91,0.020833333333333332,7.861979166666667,2.2629166666666665
ndus-8,halothane,200.0,42,0.3125,3.8541666666666665,1.070138888888889
ndus-8,halothane,350.0,42,0.8333333333333334,1.7526041666666667,0.505
ndus-8,halothane,350.0,137,0.8958333333333334,1.703125,0.5015277777777778
ndus-8,halothane,350.0,219,0.75,1.9869791666666667,0.5605555555555556
ndus-8,halothane,350.0,7,0.875,1.6276041666666667,0.4791666666666667
ndus-8,halothane,1000.0,219,1.0,0.5520833333333334,0.19236111111111112
ndus-8,halothane,1000.0,7,1.0,0.4791666666666667,0.17958333333333334
ndus-8,halothane,1000.0,91,1.0,0.578125,0.2048611111111111
ndus-8,halothane,3000.0,42,1.0,0.203125,0.11
ndus-8,halothane,3000.0,137,1.0,0.21875,0.10819444444444444
ndus-8,halothane,3000.0,219,1.0,0.23958333333333334,0.11430555555555555
ndus-8,halothane,3000.0,7,1.0,0.18489583333333334,0.10680555555555556
ndus-8,halothane,3000.0,91,1.0,0.2682291666666667,0.12111111111111111
ndus-8,isoflurane,10.0,42,0.0,16.71875,5.1651388888888885
ndus-8,isoflurane,10.0,137,0.0,16.1640625,5.0159722222222225
ndus-8,isoflurane,10.0,219,0.0,17.4375,5.4070833333333335
ndus-8,isoflurane,10.0,7,0.0,15.619791666666666,4.840833333333333
ndus-8,isoflurane,200.0,137,0.5,3.1614583333333335,0.9130555555555555
ndus-8,isoflurane,200.0,219,0.3958333333333333,3.8828125,1.0783333333333334
ndus-8,isoflurane,200.0,7,0.3958333333333333,3.2369791666666665,0.8994444444444445
ndus-8,isoflurane,200.0,91,0.4583333333333333,3.6067708333333335,1.0122222222222221
ndus-8,isoflurane,350.0,42,0.875,1.59375,0.46569444444444447
ndus-8,isoflurane,350.0,137,0.9166666666666666,1.6822916666666667,0.48375
ndus-8,isoflurane,350.0,219,0.75,1.9427083333333333,0.5398611111111111
ndus-8,isoflurane,350.0,7,0.8541666666666666,1.5,0.44472222222222224
ndus-8,isoflurane,100.0,219,0.020833333333333332,7.5546875,2.1766666666666667
ndus-8,isoflurane,100.0,7,0.08333333333333333,6.380208333333333,1.8502777777777777
ndus-8,isoflurane,100.0,91,0.0625,7.234375,2.087222222222222
ndus-8,isoflurane,200.0,42,0.4375,3.5572916666666665,0.9818055555555556
ndus-8,isoflurane,10.0,91,0.0,17.244791666666668,5.3125
ndus-8,isoflurane,30.0,42,0.0,13.669270833333334,4.154027777777777
ndus-8,isoflurane,30.0,137,0.0,12.924479166666666,3.9430555555555555
ndus-8,isoflurane,30.0,219,0.0,14.2265625,4.298611111111111
ndus-8,isoflurane,350.0,91,0.875,1.8723958333333333,0.5348611111111111
ndus-8,isoflurane,500.0,42,0.9791666666666666,1.0598958333333333,0.3194444444444444
ndus-8,isoflurane,500.0,137,0.9791666666666666,1.0052083333333333,0.3169444444444444
ndus-8,isoflurane,500.0,219,0.9375,1.1614583333333333,0.34875
ndus-8,isoflurane,30.0,7,0.0,12.5859375,3.831111111111111
ndus-8,isoflurane,30.0,91,0.0,14.15625,4.285416666666666
ndus-8,isoflurane,100.0,42,0.020833333333333332,7.419270833333333,2.125
ndus-8,isoflurane,100.0,137,0.041666666666666664,6.8671875,1.9940277777777777
ndus-8,isoflurane,500.0,7,0.9375,1.1171875,0.3329166666666667
ndus-8,isoflurane,500.0,91,0.9166666666666666,1.3307291666666667,0.38305555555555554
ndus-8,isoflurane,1000.0,42,1.0,0.4270833333333333,0.17333333333333334
ndus-8,isoflurane,1000.0,137,0.9791666666666666,0.5026041666666666,0.18430555555555556
ndus-8,sevoflurane,350.0,42,0.8541666666666666,1.5859375,0.46416666666666667
ndus-8,sevoflurane,350.0,137,0.9166666666666666,1.6666666666666667,0.48138888888888887
ndus-8,sevoflurane,350.0,219,0.7708333333333334,1.8932291666666667,0.5316666666666666
ndus-8,sevoflurane,350.0,7,0.8541666666666666,1.59375,0.45958333333333334
ndus-8,isoflurane,1000.0,219,1.0,0.5286458333333334,0.18541666666666667
ndus-8,isoflurane,1000.0,7,1.0,0.4739583333333333,0.17472222222222222
ndus-8,isoflurane,1000.0,91,1.0,0.6171875,0.20333333333333334
ndus-8,isoflurane,3000.0,42,1.0,0.2265625,0.11319444444444444
ndus-8,sevoflurane,350.0,91,0.875,1.8072916666666667,0.5231944444444444
ndus-8,sevoflurane,500.0,42,0.9791666666666666,1.0807291666666667,0.3240277777777778
ndus-8,sevoflurane,500.0,137,0.9791666666666666,1.0208333333333333,0.31777777777777777
ndus-8,sevoflurane,500.0,219,0.9375,1.2109375,0.3590277777777778
ndus-8,isoflurane,3000.0,137,1.0,0.2578125,0.1123611111111111
ndus-8,isoflurane,3000.0,219,1.0,0.265625,0.11666666666666667
ndus-8,isoflurane,3000.0,7,1.0,0.2265625,0.11041666666666666
ndus-8,isoflurane,3000.0,91,1.0,0.296875,0.12319444444444444
ndus-8,sevoflurane,200.0,137,0.5,3.0755208333333335,0.88375
ndus-8,sevoflurane,200.0,219,0.4375,3.7057291666666665,1.0319444444444446
ndus-8,sevoflurane,200.0,7,0.3958333333333333,3.1015625,0.8684722222222222
ndus-8,sevoflurane,200.0,91,0.4791666666666667,3.5234375,0.9879166666666667
ndus-8,sevoflurane,500.0,7,0.8958333333333334,1.1458333333333333,0.3377777777777778
ndus-8,sevoflurane,500.0,91,0.9166666666666666,1.34375,0.38763888888888887
ndus-8,sevoflurane,1000.0,42,1.0,0.46875,0.17555555555555555
ndus-8,sevoflurane,1000.0,137,1.0,0.4817708333333333,0.18125
ndus-8,sevoflurane,10.0,91,0.0,17.283854166666668,5.319305555555555
ndus-8,sevoflurane,30.0,42,0.0,13.403645833333334,4.056666666666667
ndus-8,sevoflurane,30.0,137,0.0,12.541666666666666,3.82875
ndus-8,sevoflurane,30.0,219,0.0,13.919270833333334,4.203055555555555
ndus-8,sevoflurane,10.0,42,0.0,16.611979166666668,5.123472222222222
ndus-8,sevoflurane,10.0,137,0.0,15.994791666666666,4.967222222222222
ndus-8,sevoflurane,10.0,219,0.0,17.546875,5.430694444444445
ndus-8,sevoflurane,10.0,7,0.0,15.515625,4.800972222222223
ndus-8,sevoflurane,30.0,7,0.0,12.390625,3.7620833333333334
ndus-8,sevoflurane,30.0,91,0.0,13.872395833333334,4.190277777777778
ndus-8,sevoflurane,100.0,42,0.020833333333333332,7.059895833333333,2.024027777777778
ndus-8,sevoflurane,100.0,137,0.041666666666666664,6.604166666666667,1.9058333333333333
ndus-8,sevoflurane,100.0,219,0.041666666666666664,7.260416666666667,2.0893055555555557
ndus-8,sevoflurane,100.0,7,0.0625,6.106770833333333,1.7755555555555556
ndus-8,sevoflurane,100.0,91,0.08333333333333333,6.8125,1.976388888888889
ndus-8,sevoflurane,200.0,42,0.4583333333333333,3.3958333333333335,0.9384722222222223
ndus-8,sevoflurane,3000.0,137,1.0,0.2864583333333333,0.11902777777777777
ndus-8,sevoflurane,3000.0,219,1.0,0.3255208333333333,0.12569444444444444
ndus-8,sevoflurane,3000.0,7,1.0,0.23958333333333334,0.11347222222222222
ndus-8,sevoflurane,3000.0,91,1.0,0.3567708333333333,0.13125
ndus-8,sevoflurane,1000.0,219,1.0,0.5755208333333334,0.19361111111111112
ndus-8,sevoflurane,1000.0,7,1.0,0.5598958333333334,0.18847222222222224
ndus-8,sevoflurane,1000.0,91,1.0,0.6640625,0.21430555555555555
ndus-8,sevoflurane,3000.0,42,1.0,0.2552083333333333,0.11472222222222223
nuo-1,halothane,10.0,42,0.0,17.1640625,5.29
nuo-1,halothane,10.0,137,0.0,16.192708333333332,5.0344444444444445
nuo-1,halothane,10.0,219,0.0,17.734375,5.499305555555556
nuo-1,halothane,10.0,7,0.0,15.890625,4.929166666666666
nuo-1,halothane,350.0,42,0.8333333333333334,1.7526041666666667,0.505
nuo-1,halothane,350.0,137,0.8958333333333334,1.703125,0.5015277777777778
nuo-1,halothane,350.0,219,0.75,1.9869791666666667,0.5605555555555556
nuo-1,halothane,350.0,7,0.875,1.6276041666666667,0.4791666666666667
nuo-1,halothane,30.0,7,0.0,12.916666666666666,3.9322222222222223
nuo-1,halothane,30.0,91,0.0,14.489583333333334,4.399305555555555
nuo-1,halothane,100.0,42,0.020833333333333332,7.90625,2.2704166666666667
nuo-1,halothane,100.0,137,0.020833333333333332,7.15625,2.0997222222222223
nuo-1,halothane,1000.0,219,1.0,0.5520833333333334,0.19236111111111112
nuo-1,halothane,1000.0,7,1.0,0.4791666666666667,0.17958333333333334
nuo-1,halothane,1000.0,91,1.0,0.578125,0.2048611111111111
nuo-1,halothane,3000.0,42,1.0,0.203125,0.11
nuo-1,halothane,10.0,91,0.0,17.40625,5.3684722222222225
nuo-1,halothane,30.0,42,0.0,13.989583333333334,4.255694444444444
nuo-1,halothane,30.0,137,0.0,13.338541666666666,4.082361111111111
nuo-1,halothane,30.0,219,0.0,14.731770833333334,4.458888888888889
nuo-1,halothane,100.0,219,0.0,7.90625,2.289722222222222
nuo-1,halothane,100.0,7,0.020833333333333332,6.791666666666667,1.989861111111111
nuo-1,halothane,100.0,91,0.020833333333333332,7.861979166666667,2.2629166666666665
nuo-1,halothane,200.0,42,0.3125,3.8541666666666665,1.070138888888889
nuo-1,halothane,200.0,137,0.375,3.65625,1.04
nuo-1,halothane,200.0,219,0.25,4.236979166666667,1.1752777777777779
nuo-1,halothane,200.0,7,0.3333333333333333,3.4973958333333335,0.9784722222222222
nuo-1,halothane,200.0,91,0.3958333333333333,3.8020833333333335,1.0788888888888888
nuo-1,halothane,350.0,91,0.8541666666666666,1.8932291666666667,0.5541666666666667
nuo-1,halothane,500.0,42,0.9791666666666666,1.1015625,0.3333333333333333
nuo-1,halothane,500.0,137,0.9583333333333334,1.0677083333333333,0.3348611111111111
nuo-1,halothane,500.0,219,0.9583333333333334,1.1302083333333333,0.3497222222222222
nuo-1,halothane,500.0,7,0.9583333333333334,1.1302083333333333,0.3401388888888889
nuo-1,halothane,500.0,91,0.9166666666666666,1.3203125,0.38902777777777775
nuo-1,halothane,1000.0,42,0.9791666666666666,0.484375,0.18375
nuo-1,halothane,1000.0,137,1.0,0.46875,0.18097222222222223
nuo-1,isoflurane,10.0,42,0.0,16.71875,5.1651388888888885
nuo-1,isoflurane,10.0,137,0.0,16.1640625,5.0159722222222225
nuo-1,isoflurane,10.0,219,0.0,17.4375,5.4070833333333335
nuo-1,isoflurane,10.0,7,0.0,15.619791666666666,4.840833333333333
nuo-1,isoflurane,100.0,219,0.020833333333333332,7.5546875,2.1766666666666667
nuo-1,isoflurane,100.0,7,0.08333333333333333,6.380208333333333,1.8502777777777777
nuo-1,isoflurane,100.0,91,0.0625,7.234375,2.087222222222222
nuo-1,isoflurane,200.0,42,0.4375,3.5572916666666665,0.9818055555555556
nuo-1,halothane,3000.0,137,1.0,0.21875,0.10819444444444444
nuo-1,halothane,3000.0,219,1.0,0.23958333333333334,0.11430555555555555
nuo-1,halothane,3000.0,7,1.0,0.18489583333333334,0.10680555555555556
nuo-1,halothane,3000.0,91,1.0,0.2682291666666667,0.12111111111111111
nuo-1,isoflurane,200.0,137,0.5,3.1614583333333335,0.9130555555555555
nuo-1,isoflurane,200.0,219,0.3958333333333333,3.8828125,1.0783333333333334
nuo-1,isoflurane,200.0,7,0.3958333333333333,3.2369791666666665,0.8994444444444445
nuo-1,isoflurane,200.0,91,0.4583333333333333,3.6067708333333335,1.0122222222222221
nuo-1,isoflurane,30.0,7,0.0,12.5859375,3.831111111111111
nuo-1,isoflurane,30.0,91,0.0,14.15625,4.285416666666666
nuo-1,isoflurane,100.0,42,0.020833333333333332,7.419270833333333,2.125
nuo-1,isoflurane,100.0,137,0.041666666666666664,6.8671875,1.9940277777777777
nuo-1,isoflurane,350.0,42,0.875,1.59375,0.46569444444444447
nuo-1,isoflurane,350.0,137,0.9166666666666666,1.6822916666666667,0.48375
nuo-1,isoflurane,350.0,219,0.75,1.9427083333333333,0.5398611111111111
nuo-1,isoflurane,350.0,7,0.8541666666666666,1.5,0.44472222222222224
nuo-1,isoflurane,10.0,91,0.0,17.244791666666668,5.3125
nuo-1,isoflurane,30.0,42,0.0,13.669270833333334,4.154027777777777
nuo-1,isoflurane,30.0,137,0.0,12.924479166666666,3.9430555555555555
nuo-1,isoflurane,30.0,219,0.0,14.2265625,4.298611111111111
nuo-1,isoflurane,1000.0,219,1.0,0.5286458333333334,0.18541666666666667
nuo-1,isoflurane,1000.0,7,1.0,0.4739583333333333,0.17472222222222222
nuo-1,isoflurane,1000.0,91,1.0,0.6171875,0.20333333333333334
nuo-1,isoflurane,3000.0,42,1.0,0.2265625,0.11319444444444444
nuo-1,sevoflurane,30.0,7,0.0,12.390625,3.7620833333333334
nuo-1,sevoflurane,30.0,91,0.0,13.872395833333334,4.190277777777778
nuo-1,sevoflurane,100.0,42,0.020833333333333332,7.059895833333333,2.024027777777778
nuo-1,sevoflurane,100.0,137,0.041666666666666664,6.604166666666667,1.9058333333333333
nuo-1,isoflurane,350.0,91,0.875,1.8723958333333333,0.5348611111111111
nuo-1,isoflurane,500.0,42,0.9791666666666666,1.0598958333333333,0.3194444444444444
nuo-1,isoflurane,500.0,137,0.9791666666666666,1.0052083333333333,0.3169444444444444
nuo-1,isoflurane,500.0,219,0.9375,1.1614583333333333,0.34875
nuo-1,sevoflurane,200.0,137,0.5,3.0755208333333335,0.88375
nuo-1,sevoflurane,200.0,219,0.4375,3.7057291666666665,1.0319444444444446
nuo-1,sevoflurane,200.0,7,0.3958333333333333,3.1015625,0.8684722222222222
nuo-1,sevoflurane,200.0,91,0.4791666666666667,3.5234375,0.9879166666666667
nuo-1,isoflurane,500.0,7,0.9375,1.1171875,0.3329166666666667
nuo-1,isoflurane,500.0,91,0.9166666666666666,1.3307291666666667,0.38305555555555554
nuo-1,isoflurane,1000.0,42,1.0,0.4270833333333333,0.17333333333333334
nuo-1,isoflurane,1000.0,137,0.9791666666666666,0.5026041666666666,0.18430555555555556
nuo-1,isoflurane,3000.0,137,1.0,0.2578125,0.1123611111111111
nuo-1,isoflurane,3000.0,219,1.0,0.265625,0.11666666666666667
nuo-1,isoflurane,3000.0,7,1.0,0.2265625,0.11041666666666666
nuo-1,isoflurane,3000.0,91,1.0,0.296875,0.12319444444444444
nuo-1,sevoflurane,350.0,91,0.875,1.8072916666666667,0.5231944444444444
nuo-1,sevoflurane,500.0,42,0.9791666666666666,1.0807291666666667,0.3240277777777778
nuo-1,sevoflurane,500.0,137,0.9791666666666666,1.0208333333333333,0.31777777777777777
nuo-1,sevoflurane,500.0,219,0.9375,1.2109375,0.3590277777777778
nuo-1,sevoflurane,10.0,42,0.0,16.611979166666668,5.123472222222222
nuo-1,sevoflurane,10.0,137,0.0,15.994791666666666,4.967222222222222
nuo-1,sevoflurane,10.0,219,0.0,17.546875,5.430694444444445
nuo-1,sevoflurane,10.0,7,0.0,15.515625,4.800972222222223
nuo-1,sevoflurane,10.0,91,0.0,17.283854166666668,5.319305555555555
nuo-1,sevoflurane,30.0,42,0.0,13.403645833333334,4.056666666666667
nuo-1,sevoflurane,30.0,137,0.0,12.541666666666666,3.82875
nuo-1,sevoflurane,30.0,219,0.0,13.919270833333334,4.203055555555555
nuo-1,sevoflurane,1000.0,219,1.0,0.5755208333333334,0.19361111111111112
nuo-1,sevoflurane,1000.0,7,1.0,0.5598958333333334,0.18847222222222224
nuo-1,sevoflurane,1000.0,91,1.0,0.6640625,0.21430555555555555
nuo-1,sevoflurane,3000.0,42,1.0,0.2552083333333333,0.11472222222222223
nuo-1,sevoflurane,100.0,219,0.041666666666666664,7.260416666666667,2.0893055555555557
nuo-1,sevoflurane,100.0,7,0.0625,6.106770833333333,1.7755555555555556
nuo-1,sevoflurane,100.0,91,0.08333333333333333,6.8125,1.976388888888889
nuo-1,sevoflurane,200.0,42,0.4583333333333333,3.3958333333333335,0.9384722222222223
nuo-1,sevoflurane,350.0,42,0.8541666666666666,1.5859375,0.46416666666666667
nuo-1,sevoflurane,350.0,137,0.9166666666666666,1.6666666666666667,0.48138888888888887
nuo-1,sevoflurane,350.0,219,0.7708333333333334,1.8932291666666667,0.5316666666666666
nuo-1,sevoflurane,350.0,7,0.8541666666666666,1.59375,0.45958333333333334
unc-79,halothane,10.0,91,0.0,17.036458333333332,5.249722222222222
unc-79,halothane,30.0,42,0.0,13.559895833333334,4.120833333333334
unc-79,halothane,30.0,137,0.0,12.744791666666666,3.8959722222222224
unc-79,halothane,30.0,219,0.0,14.083333333333334,4.256388888888889
nuo-1,sevoflurane,500.0,7,0.8958333333333334,1.1458333333333333,0.3377777777777778
nuo-1,sevoflurane,500.0,91,0.9166666666666666,1.34375,0.38763888888888887
nuo-1,sevoflurane,1000.0,42,1.0,0.46875,0.17555555555555555
nuo-1,sevoflurane,1000.0,137,1.0,0.4817708333333333,0.18125
nuo-1,sevoflurane,3000.0,137,1.0,0.2864583333333333,0.11902777777777777
